Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
03.09.2012	03.09.2012	VARER	01.09 TROLLVANN AS TROLLVANNSVN OSLO	-100,00	17017841057	
03.09.2012	03.09.2012	VARER	31.08 REMA 1000 TRONDHEIMSVN OSLO	-423,75	17017568266	
03.09.2012	03.09.2012	VARER	02.09 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017953593	
30.08.2012	31.08.2012	GEBYR	Årspris Visa Electron	-200,00	90360000	
30.08.2012	31.08.2012	GEBYR	Årspris Visa Electron	-200,00	90360000	
30.08.2012	30.08.2012	AVTGI	Viken Fibernett AS	-698,00	93420250	1503.14.83481
30.08.2012	30.08.2012	VARER	29.08 ICA Supermarked Linder OSLO	-345,90	17017110843	
29.08.2012	29.08.2012	VARER	29.08 STATOIL BJERKE ØKERN TORGVE OSLO	-70,12	17017992724	
29.08.2012	29.08.2012	VARER	28.08 ICA Nar Arvoll OSLO	-195,50	17017298663	
28.08.2012	28.08.2012	VISA VARE	*8081 24.08 NOK 20.00 NOVAIR (IFS) Kurs: 1.0000	-20,00	50001685147	
28.08.2012	28.08.2012	VARER	28.08 112954 EURO SKO ERICH MOGENS OSLO	-599,00	17017506904	
28.08.2012	28.08.2012	VARER	27.08 ICA Supermarked Linder OSLO	-300,31	17017774604	
28.08.2012	28.08.2012	VARER	28.08 ICA Nar Arvoll OSLO	-38,90	17017895844	
28.08.2012	28.08.2012	VARER	27.08 REMA 1000 TRONDHEIMSVN OSLO	-259,18	17017688929	
28.08.2012	28.08.2012	VARER	28.08 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-159,90	17017649676	
28.08.2012	28.08.2012	VARER	28.08 112954 EURO SKO ERICH MOGENS OSLO	-79,00	17017512855	
28.08.2012	28.08.2012	VARER	27.08 BAKER SAMSON E.MOGENSØNSV OSLO	-42,00	17017622617	
28.08.2012	28.08.2012	VARER	28.08 LINDEX AVD. 232 E MOGENSSØNS OSLO	-993,50	17017648760	
28.08.2012	28.08.2012	VARER	27.08 CUBUS 860 ERICH MOGENS OSLO	-99,00	17017945005	
28.08.2012	28.08.2012	VISA VARE	*4485 24.08 NOK 490.00 EUROPARK EMV Kurs: 1.0000	-490,00	50001685147	
27.08.2012	27.08.2012	VARER	24.08 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017886976	
27.08.2012	26.08.2012	LÅN	Til:37061218050	-15800,00	50370679100	3706.12.18050
27.08.2012	27.08.2012	VARER	25.08 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-119,90	17017936472	
27.08.2012	27.08.2012	VARER	25.08 ICA Nar Arvoll OSLO	-313,30	17017357043	
27.08.2012	27.08.2012	VARER	24.08 7103 DUTY FREE HOVEDPORTEN GARDERMOEN	-1882,00	17017092355	
27.08.2012	27.08.2012	VARER	26.08 STATOIL BJERKE ØKERN TORGVE OSLO	-41,90	17017183342	
27.08.2012	26.08.2012	AVTALE	Til felleskonto	31990,00	89250180	3705.09.65091
27.08.2012	27.08.2012	VARER	25.08 REMA 1000 TRONDHEIMSVN OSLO	-183,45	17017059425	
27.08.2012	27.08.2012	VARER	24.08 NARVESEN 163 FLYPLASSVN. GARDERMOEN	-108,00	17017214958	
27.08.2012	27.08.2012	VARER	24.08 REMA 1000 TRONDHEIMSVN OSLO	-545,24	17017445232	
24.08.2012	22.08.2012	VISA KONT	*4485 22.08 EUR 300.00 STALOS Kurs: 7.4895	-2246,84	50001685147	
24.08.2012	24.08.2012	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
21.08.2012	17.08.2012	VISA KONT	*4485 17.08 EUR 600.00 AERODROMIO XANIWN Kurs: 7.4781	-4486,86	50001685147	
21.08.2012	21.08.2012	GEBYR	VISA KONTANTUTTAK UTLAND 1 TRANS(ER) TYPE 715	-30,00	90460000	
20.08.2012	20.08.2012	AVTGI	GJENSIDIGE FORSIKRING	-1215,00	93424022	9750.07.07899
17.08.2012	17.08.2012	VARER	16.08 ICA Nar Arvoll OSLO	-138,96	17017939567	
17.08.2012	17.08.2012	VARER	17.08 7102 DUTY FREE HOVEDPORTEN GARDERMOEN	-1114,00	17017638530	
17.08.2012	17.08.2012	VARER	16.08 BARNAS HUS OSLO SOGNSVEIEN 7 OSLO	-1099,00	17017124230	
17.08.2012	17.08.2012	VARER	17.08 POINT UTL 2 918 OSLO LUFTHAV GARDERMOEN	-65,50	17017645391	
16.08.2012	16.08.2012	VARER	16.08 ICA Nar Arvoll OSLO	-114,80	17017641680	
16.08.2012	16.08.2012	VARER	16.08 SHELL STRAND DR AMMENSV ESTABEKK	-425,73	17017765202	
16.08.2012	16.08.2012	VARER	16.08 REMA 1000 TRONDHEIMSVN OSLO	-51,90	17017698699	
16.08.2012	16.08.2012	VARER	16.08 SHELL STRAND DR AMMENSV ESTABEKK	-82,00	17017769330	
16.08.2012	16.08.2012	VARER	15.08 ICA Nar Arvoll OSLO	-41,80	17017162890	
16.08.2012	16.08.2012	VARER	15.08 REMA 1000 TRONDHEIMSVN OSLO	-334,50	17017079751	
16.08.2012	16.08.2012	VARER	15.08 ICA Nar Arvoll OSLO	-20,50	17017984417	
15.08.2012	15.08.2012	VARER	14.08 APOTEK 1,BJERKE TRONDHEIMSVN OSLO	-115,90	17017426315	
15.08.2012	15.08.2012	VARER	14.08 VERO MODA & JJ LINDERUD SEN OSLO	-129,95	17017679537	
15.08.2012	15.08.2012	VARER	14.08 REMA 1000 TRONDHEIMSVN OSLO	-313,96	17017543359	
15.08.2012	15.08.2012	VARER	14.08 REMA 1000 TRONDHEIMSVN OSLO	-95,70	17017013939	
14.08.2012	15.08.2012	NETTGIRO	Nettgiro til: BOOTS NORGE AS Betalt: 14.08.12	-520,00	50389049152	1503.06.13764
14.08.2012	14.08.2012	VARER	13.08 BIK BOK 619 STORO SHOP. OSLO	-399,00	17017039107	
14.08.2012	14.08.2012	VARER	10.08 CISCO CATERING PHILIP PERDE LYSAKER	-60,00	17017310233	
14.08.2012	14.08.2012	VARER	13.08 ICA Supermarked Linder OSLO	-269,66	17017967167	
14.08.2012	14.08.2012	VARER	13.08 H&M 718 STORO VITAMINVN. OSLO	-402,50	17017122950	
14.08.2012	14.08.2012	VARER	13.08 ELIXIA ÅRVOLL ÅRVOLLVN. 23 OSLO	-100,00	17017355852	
14.08.2012	14.08.2012	VARER	13.08 VINMONOPOLET LINDERUD OSLO	-119,40	17017864737	
14.08.2012	14.08.2012	VARER	14.08 EUREST3267 GRØ GRNLANDSLEI OSLO	-22,60	17017457283	
14.08.2012	14.08.2012	OVFNETTB	lån til studielån	-5000,00	50389049152	3700.15.71126
14.08.2012	14.08.2012	VARER	13.08 811003DNA STORO VITAMINVN. 7 OSLO	-199,50	17017012836	
14.08.2012	14.08.2012	VARER	13.08 ARK, LINDERUD ERICH MOGENS OSLO	-767,00	17017852041	
13.08.2012	13.08.2012	VARER	10.08 REMA 1000 TRONDHEIMSVN OSLO	-322,64	17017958215	
13.08.2012	13.08.2012	VARER	11.08 EKT RIDESKOLE EKEBERGVN 97 OSLO	-150,00	17017233396	
13.08.2012	13.08.2012	VARER	10.08 BAKER SAMSON E.MOGENSØNSV OSLO	-174,00	17017788591	
13.08.2012	12.08.2012	AVTALE	Til felleskonto	18726,00	50370038925	3700.15.71126
13.08.2012	13.08.2012	VARER	12.08 ELIXIA ÅRVOLL ÅRVOLLVN. 23 OSLO	-30,00	17017368865	
13.08.2012	13.08.2012	VARER	11.08 SØYLEHUSET CAFE EKEBERGVN 10 OSLO	-138,00	17017621383	
10.08.2012	10.08.2012	VARER	09.08 BAKER SAMSON E.MOGENSØNSV OSLO	-30,00	17017608951	
10.08.2012	10.08.2012	VARER	09.08 ICA Supermarked Linder OSLO	-230,42	17017711715	
10.08.2012	10.08.2012	VARER	10.08 ELIXIA ÅRVOLL ÅRVOLLVN. 23 OSLO	-30,00	17017854761	
10.08.2012	10.08.2012	AVTGI	HAFSLUND FAKTURASERVICE AS	-430,00	93420301	6468.05.21016
09.08.2012	09.08.2012	VARER	08.08 ESSO TRONDHEIMS TRONDHEIMSVN OSLO	-68,92	17017437069	
08.08.2012	08.08.2012	VARER	07.08 DNA ARKADEN KARL JOHANSG OSLO	-1199,00	17017778786	
08.08.2012	08.08.2012	VARER	08.08 ISS 425137 RIKS SOGNSVANNSVN OSLO	-154,00	17017234580	
08.08.2012	08.08.2012	OVFNETTB	Nettbank fra: ØYEN EIVOR SLEI Betalt: 08.08.12	1200,00	50389089152	3700.15.71126
08.08.2012	08.08.2012	VARER	07.08 ICA Nar Arvoll OSLO	-219,70	17017535648	
07.08.2012	07.08.2012	VISA VARE	*4485 04.08 SEK 610.70 SYSTEMBOLAGET SUNDSGATAN Kurs: 0.9075	-554,20	50001685147	
07.08.2012	07.08.2012	VARER	07.08 LEGE DAG HAMMER ERICH MOGENS OSLO	-234,00	17017242441	
07.08.2012	07.08.2012	VARER	06.08 REMA 1000 TRONDHEIMSVN OSLO	-636,77	17017215787	
07.08.2012	07.08.2012	VARER	07.08 LIFE LINDERUD S ERICH MOGENS OSLO	-143,00	17017313530	
07.08.2012	07.08.2012	VARER	07.08 171 BOOTS APOTEK LINDERUD	-707,10	17017306502	
06.08.2012	06.08.2012	VARER	04.08 REMA 1000 TRONDHEIMSVN OSLO	-568,11	17017742371	
06.08.2012	06.08.2012	AVTGI	FJELLINJEN AS	-428,40	93420073	1503.25.40934
06.08.2012	06.08.2012	VARER	05.08 KÖTTHALLEN NOK SVEAVÄGEN 24 TÖCKSFORS	-48,00	17017896827	
06.08.2012	06.08.2012	VARER	03.08 ICA Nar Arvoll OSLO	-466,48	17017447792	
06.08.2012	06.08.2012	VARER	05.08 KÖTTHALLEN NOK SVEAVÄGEN 24 TÖCKSFORS	-1042,00	17017860907	
06.08.2012	06.08.2012	VARER	05.08 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017521870	
03.08.2012	03.08.2012	VARER	02.08 REMA 1000 TRONDHEIMSVN OSLO	-454,00	17017230671	
03.08.2012	03.08.2012	NETTGIRO	Nettgiro til: OSLO BARNEVAKTF Betalt: 03.08.12	-2500,00	50389039343	1609.04.85249
02.08.2012	02.08.2012	VARER	01.08 MESTER GRØNN HOVEDKONTOR SECTOR	-150,00	17017085979	
02.08.2012	02.08.2012	VARER	01.08 STATOIL BJERKE ØKERN TORGVE OSLO	-120,00	17017618222	
02.08.2012	02.08.2012	VARER	01.08 ICA Supermarked Linder OSLO	-531,44	17017286236	
02.08.2012	02.08.2012	VARER	01.08 ICA Nar Arvoll OSLO	-75,60	17017664261	
02.08.2012	02.08.2012	VARER	01.08 VINMONOPOLET LINDERUD OSLO	-234,40	17017111412	
01.08.2012	01.08.2012	VARER	31.07 ESSO TRONDHEIMS TRONDHEIMSVN OSLO	-75,07	17017576253	
01.08.2012	01.08.2012	VARER	01.08 KIWI MINIPRIS PROF.KOHTSV. 1368 STABEKK	-69,90	17017402304	
01.08.2012	01.08.2012	VARER	31.07 REMA 1000 TRONDHEIMSVN OSLO	-347,74	17017936410	
01.08.2012	01.08.2012	OVERFØRT	Til: 6090.06.06888 Betalt: 01.08.12	-3180,00	89250171	6090.06.06888
31.07.2012	31.07.2012	VARER	30.07 CLAS OHLSON 852 VITAMINVEIEN OSLO	-199,00	17017225348	
31.07.2012	31.07.2012	VARER	30.07 H.C.THAUGLANDS VITAMINVN 5 OSLO	-500,00	17017097504	
31.07.2012	31.07.2012	AVTGI	NORSK RIKSKRINGKASTING	-1290,06	93421574	7041.05.42100
31.07.2012	31.07.2012	VARER	30.07 VINMONOPOLET LINDERUD OSLO	-115,00	17017694031	
31.07.2012	31.07.2012	VISA VARE	*4485 23.07 NOK 258.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-258,00	50001685147	
31.07.2012	31.07.2012	AVTGI	Gudbrandsdal Energi AS	-53,42	93420148	2095.19.81088
31.07.2012	31.07.2012	VISA VARE	*4485 23.07 NOK 112.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-112,00	50001685147	
31.07.2012	31.07.2012	VARER	31.07 ICA Nar Arvoll OSLO	-267,80	17017566465	
31.07.2012	31.07.2012	VARER	30.07 STATOIL STORO 5 VITAMINVEIEN OSLO	-127,00	17017302187	
31.07.2012	31.07.2012	VARER	30.07 ICA Nar Arvoll OSLO	-323,70	17017072593	
31.07.2012	31.07.2012	VARER	30.07 ICA Supermarked Linder OSLO	-497,66	17017669081	
30.07.2012	30.07.2012	VARER	28.07 GP TJØRHORN AS TJØRHOM TJØRHOM	-250,90	17017049536	
30.07.2012	30.07.2012	VARER	28.07 ESSO TJØRHOM SINNES TJØRHOM	-5,00	17017998438	
30.07.2012	30.07.2012	VARER	28.07 SJØORMEN KRO AS . SELJORD	-260,00	17017583208	
30.07.2012	30.07.2012	VARER	30.07 171 BOOTS APOTEK LINDERUD	-68,00	17017978501	
30.07.2012	30.07.2012	VARER	30.07 LINDEX AVD. 232 E MOGENSSØNS OSLO	-312,50	17017630735	
30.07.2012	30.07.2012	VARER	30.07 REMA 1000 TRONDHEIMSVN OSLO	-292,09	17017269057	
30.07.2012	30.07.2012	VARER	30.07 LEGE DAG HAMMER ERICH MOGENS OSLO	-180,00	17017808483	
30.07.2012	30.07.2012	VARER	29.07 BUNNPRIS NYDALE GUNNAR SCHEL OSLO	-29,40	17017079794	
30.07.2012	30.07.2012	VARER	28.07 SHELL SJOEORMEN INGRID SELJORD	-23,00	17017735191	
30.07.2012	30.07.2012	VARER	29.07 NORDK.GT.FRUKT NORDKAPPGT. OSLO	-24,79	17017899925	
30.07.2012	30.07.2012	VARER	28.07 JOKER GILJA LINDLANDV.1 DIRDAL	-346,43	17017549692	
30.07.2012	30.07.2012	VARER	28.07 STATOIL DALEN 5 STATOIL DALE DALEN	-364,87	17017281873	
30.07.2012	30.07.2012	VARER	29.07 NORDK.GT.FRUKT NORDKAPPGT. OSLO	-292,29	17017869991	
30.07.2012	30.07.2012	VARER	28.07 SHELL SJOEORMEN INGRID SELJORD	-42,00	17017726157	
30.07.2012	30.07.2012	AVTGI	Viken Fibernett AS	-698,00	93420627	1503.14.83481
27.07.2012	27.07.2012	VARER	26.07 RYFYLKE APOTEK VIKEVÅGVEIEN RENNESØY	-101,00	17017618401	
27.07.2012	27.07.2012	VARER	26.07 COOP PRIX VIKEVÅGVN 12 RENNESØY	-712,34	17017775669	
26.07.2012	26.07.2012	VARER	25.07 COOP PRIX VIKEVÅGVN 12 RENNESØY	-799,90	17017877646	
26.07.2012	26.07.2012	AVTALE	Til felleskonto	31990,00	89250137	3705.09.65091
26.07.2012	26.07.2012	LÅN	Til:37061218050	-15800,00	50370669100	3706.12.18050
24.07.2012	24.07.2012	VARER	23.07 MF BERGENSFJORD STRANDAV 1 FLORØ	-57,00	17017101469	
24.07.2012	24.07.2012	VARER	23.07 MF BERGENSFJORD STRANDAV 1 FLORØ	-31,00	17017292671	
24.07.2012	24.07.2012	VARER	23.07 COOP PRIX VIKEVÅGVN 12 RENNESØY	-89,90	17017480647	
24.07.2012	24.07.2012	VARER	23.07 MF BERGENSFJORD STRANDAV 1 FLORØ	-30,00	17017293452	
24.07.2012	24.07.2012	VARER	23.07 ARSVÅGEN KAI 2. STRANDAVEGEN FLORØ	-208,00	17017149992	
23.07.2012	23.07.2012	VARER	23.07 VEST SERVICE, GO BITEN LAVIK	-40,00	17017102850	
23.07.2012	23.07.2012	VARER	20.07 REMA 1000 VIEVN. 1 6800 FØRDE	-22,40	17017769759	
23.07.2012	23.07.2012	VARER	23.07 NYE LAVIK MATSE . LAVIK	-370,97	17017082167	
23.07.2012	23.07.2012	VARER	20.07 H&M 765 FRDE NAUSTDALVN. FRDE	-79,50	17017720455	
23.07.2012	23.07.2012	VARER	21.07 DOMUS MANUFAKTUR FØRDE	-759,72	17017405598	
23.07.2012	23.07.2012	VARER	20.07 H&M 765 FRDE NAUSTDALVN. FRDE	-19,50	17017700054	
23.07.2012	23.07.2012	VARER	22.07 BEST FØRDE 5545 STOREHAGEN 7 FØRDE	-164,00	17017967791	
23.07.2012	23.07.2012	VARER	20.07 VINMONOPOLET FØRDE FØRDE	-630,80	17017571690	
23.07.2012	23.07.2012	VARER	22.07 BEST FØRDE 5545 STOREHAGEN 7 FØRDE	-43,00	17017223262	
23.07.2012	23.07.2012	VARER	20.07 SPAR MATSENTER HANDELSHUSET 6800 FRDE	-850,30	17017672075	
23.07.2012	23.07.2012	VARER	23.07 STATOIL FØRDE 5 HAFSTADVEIEN FØRDE	-696,52	17017431049	
20.07.2012	20.07.2012	VARER	19.07 BP FØRDE NAUSTDALSVN FØRDE	-10,90	17017744188	
20.07.2012	20.07.2012	VARER	19.07 SPAR MATSENTER HANDELSHUSET 6800 FRDE	-161,00	17017562112	
20.07.2012	20.07.2012	VARER	19.07 HELSERIET TLF.57820377 6800 FØRDE	-142,00	17017805054	
20.07.2012	20.07.2012	VARER	19.07 VINMONOPOLET FØRDE FØRDE	-431,00	17017243406	
20.07.2012	20.07.2012	VARER	19.07 H&M 765 FRDE NAUSTDALVN. FRDE	-327,00	17017466272	
20.07.2012	20.07.2012	VARER	19.07 HANDELSHUSET LI NAUSTDALSVN FØRDE	-199,00	17017261632	
20.07.2012	20.07.2012	AVTGI	GJENSIDIGE FORSIKRING	-1215,00	93423801	9750.07.07899
20.07.2012	20.07.2012	VISA VARE	*8081 16.07 NOK 112.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-112,00	50001685147	
19.07.2012	19.07.2012	VARER	18.07 SPAR MATSENTER HANDELSHUSET 6800 FRDE	-729,10	17017859325	
19.07.2012	19.07.2012	VARER	18.07 PIKANT AS HAFSTADVN. 3 FØRDE	-86,00	17017162489	
19.07.2012	19.07.2012	VARER	18.07 DIN SPORT A/S STOREHAGEN 9 6801 FØRDE	-298,00	17017994550	
18.07.2012	18.07.2012	VARER	17.07 REMA 1000 VIEVN. 1 6800 FØRDE	-307,25	17017191798	
18.07.2012	18.07.2012	VISA VARE	*4485 14.07 NOK 112.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-112,00	50001685147	
17.07.2012	17.07.2012	VARER	17.07 REMA 1000 VIEVN. 1 6800 FØRDE	-182,90	17017616313	
