Bokført	Rentedato	Tekstkode	Beskrivelse	Beløp	Arkivref.	Motkonto
10.07.2013	10.07.2013	VARER	09.07 REMA BJERKE TRONDHEIMSVE OSLO	-411,00	17017917749	
10.07.2013	10.07.2013	VISA VARE	*4485 07.07 NOK 127.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-127,00	50001685147	
10.07.2013	10.07.2013	VARER	10.07 171 BOOTS APOTEK LINDERUD	-91,90	17017938340	
10.07.2013	10.07.2013	VARER	10.07 JORDBÆRPIKENE LINDERUD OSLO	-262,00	17017084469	
09.07.2013	09.07.2013	VARER	08.07 REMA BJERKE TRONDHEIMSVE OSLO	-886,63	17017156460	
09.07.2013	09.07.2013	VARER	08.07 ISTANBUL LINDER E. MOGENSØNS OSLO	-68,00	17017865556	
09.07.2013	09.07.2013	VARER	08.07 Matkroken Arvol l Oslo	-111,80	17017229758	
09.07.2013	09.07.2013	VARER	08.07 NARVESEN 477 ERIK MOGENSØ OSLO	-22,00	17017706222	
09.07.2013	09.07.2013	VARER	08.07 VINMONOPOLET LINDERUD OSLO	-365,70	17017781709	
08.07.2013	06.07.2013	MINIBANK	06.07 Førde, Elvegården (MB) 6800 FØRDE	-500,00	50370067864	
08.07.2013	08.07.2013	VARER	07.07 KIWI 009 SENTRUMSVN. GOL	-300,40	17017911647	
08.07.2013	08.07.2013	VARER	07.07 ESSO FØRDE . FØRDE	-662,94	17017580450	
08.07.2013	08.07.2013	VARER	06.07 BP FØRDE NAUSTDALSVN FØRDE	-29,40	17017378867	
08.07.2013	08.07.2013	VARER	06.07 BP BRULAND BRULAND FØRDE	-447,70	17017924514	
08.07.2013	08.07.2013	VARER	05.07 REMA FØRDE HAFSTAD FØRDE	-190,74	17017544445	
05.07.2013	05.07.2013	VARER	05.07 GYNGEHESTEN AS NAUSTDALSVN. FØRDE	-1284,00	17017643761	
05.07.2013	05.07.2013	VARER	05.07 VINMONOPOLET FØRDE FØRDE	-262,80	17017311987	
05.07.2013	05.07.2013	VARER	04.07 REMA FØRDE HAFSTAD FØRDE	-51,98	17017890227	
05.07.2013	05.07.2013	VARER	05.07 FØRDE OG NAUSTD LENSMANNS. 6800 FØRDE	-270,00	17017520496	
05.07.2013	05.07.2013	VARER	04.07 REIAKVAM FOTO HAFSTADVN. 1 FØRDE	-220,00	17017757612	
05.07.2013	05.07.2013	VARER	04.07 REMA VIE SENTER VIEVEGEN 1 FØRDE	-33,00	17017044939	
05.07.2013	05.07.2013	VARER	05.07 BP FØRDE NAUSTDALSVN FØRDE	-339,70	17017727754	
04.07.2013	04.07.2013	VARER	03.07 CUBUS 880 ELVEGÅRDEN, FØRDE	-148,25	17017991312	
04.07.2013	04.07.2013	VARER	03.07 ABAS INN ELVEGÅRDEN FØRDE	-79,00	17017356987	
04.07.2013	04.07.2013	VARER	03.07 BP FØRDE NAUSTDALSVN FØRDE	-335,90	17017048892	
04.07.2013	04.07.2013	VARER	03.07 REMA VIE SENTER VIEVEGEN 1 FØRDE	-510,00	17017299217	
04.07.2013	04.07.2013	VARER	03.07 CHATLET FØRDE 57 72 00 68 .6800	-399,00	17017860392	
04.07.2013	04.07.2013	OVERFØRT	GJENSIDIGESTIFTELSEN KUNDEUTBYTTE 2012.	2096,00	50797430712	5076.09.12031
04.07.2013	04.07.2013	AVTGI	FJELLINJEN AS	-364,50	93420040	1503.25.40934
04.07.2013	04.07.2013	VISA VARE	*4485 01.07 NOK 99.00 FJORD 1 FYLKESBAT Kurs: 1.0000	-99,00	50001685147	
03.07.2013	02.07.2013	VARER	KORREKSJON - 02.07 REMA FØRDE HAFSTAD FØRDE	509,70	17017411878	
03.07.2013	03.07.2013	VARER	02.07 REMA FØRDE HAFSTAD FØRDE	-509,70	17017412870	
03.07.2013	03.07.2013	VISA VARE	*8081 28.06 NOK 36.00 STORO STORSENTER Kurs: 1.0000	-36,00	50001685147	
03.07.2013	03.07.2013	VISA VARE	*8081 29.06 NOK 30.00 EUROPARK ONLINE Kurs: 1.0000	-30,00	50001685147	
03.07.2013	03.07.2013	VARER	03.07 H&M 765 FRDE NAUSTDALVN. FRDE	-636,00	17017624032	
03.07.2013	03.07.2013	VARER	03.07 VINMONOPOLET FØRDE FØRDE	-387,20	17017698080	
03.07.2013	03.07.2013	VARER	03.07 BARN OG SÅNN NAUSTDALV 4 FØRDE	-577,00	17017047797	
03.07.2013	03.07.2013	VARER	02.07 REMA FØRDE HAFSTAD FØRDE	-509,70	17017415362	
02.07.2013	02.07.2013	VARER	01.07 STATOIL GOL 515 SENTRUMSVEIE GOL	-139,00	17017649780	
02.07.2013	02.07.2013	VARER	01.07 MF STRYN STRANDAVEGEN FLORØ	-58,00	17017601265	
01.07.2013	01.07.2013	VARER	28.06 URBAN F93 VITAMINVN 7 OSLO	-199,00	17017788819	
01.07.2013	01.07.2013	VARER	01.07 KIWI STABEKK GML.RINGER.V 1368 STABEKK	-372,17	17017690763	
01.07.2013	01.07.2013	OVERFØRT	Til: 6090.06.06888 Betalt: 01.07.13	-3380,00	89252699	6090.06.06888
01.07.2013	01.07.2013	VARER	30.06 SOM TAM THAI VOGTS GATE 6 OSLO	-425,00	17017310023	
01.07.2013	01.07.2013	VARER	28.06 REMA BJERKE TRONDHEIMSVE OSLO	-1422,90	17017985944	
01.07.2013	01.07.2013	VARER	28.06 PASSO STORO VITAMINVN. 6 OSLO	-179,00	17017708197	
01.07.2013	01.07.2013	VARER	29.06 088 MARKED HAMM HAMMERÅS EIDSVOLL	-404,40	17017761120	
